	question_id	tutor_feedback	label	score	lang	student_answer	reference_answer	question
728	7	Korrekt!	CORRECT	1.0	de	Tanken und geringen Warenwert einkaufen. Gesamtwert bis 16,50€ wird von appJobber übernommen, alles darüber zahlt der Benutzer, bei geringerer Summe entsprechend weniger. + gesonderte Entlohnung zusätzlich	Es muss eine beliebige Menge Kraftstoff getankt (0.25 P) und ein beliebiger Artikel im Shop gekauft werden (0.25 P). Für beide Posten steht in Summe ein Budget von 16,50€ (0.25 P) zur Verfügung. Das Budget ist in der Belohnung inbegriffen. Es darf über dieses Budget hinaus eingekauft oder getankt werden, über das Budget hinausgehende Kosten muss der Jobber jedoch selbst tragen (0.25 P).	Frage 7: Welche Käufe muss ich tätigen, wer bezahlt diese Käufe?
412	4	Bitte machen noch einen entsprechenden Vermerk in der App.	PARTIAL_CORRECT	0.5	de	Mache ein aussenfoto	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
1516	1	Solltest du auf deine Tätigkeit angesprochen werden, bitte bleib auf jeden Fall ehrlich und gebe dich bitte sofort als Jobber zu erkennen. Dafür ist im Zweifelsfall ein Schreiben im Job hinterlegt welches erklärt wer du bist und in wessen Auftrag du handelst. Bitte halte noch fest wann genau du angesprochen wurdest und mit der Zustimmung des Personals kannst du den Job auch gerne noch abschließen.	INCORRECT	0.0	de	Ich entschuldige mich, gebe aber nicht preis, warum ich fotografiert habe, außer es steht im Auftrag, das ich mich erkennbar machen darf. Verlasse die Tankstelle, schreibe es in den Bericht rein.	Der Jobber soll sich in diesem Fall dem Personal gegenüber zu erkennen geben (0.25 P) und das entsprechende Informationsschreiben in der App vorzeigen (0.25 P). Zusätzlich muss notiert werden, zu welchem Zeitpunkt (0.25 P) des Jobs der Jobber enttarnt wurde. Zentrale Frage ist dabei, ob ein neutrales, unvoreingenommenes Verkaufsgespräch stattgefunden hat. Der Job soll mit Erlaubnis der Mitarbeiter bis zum Ende durchgeführt (0.25 P) werden.	Frage 1: Wie reagierst du, wenn du auf deine Tätigkeit angesprochen wirst?
1649	6.2_IPP	The response is partially correct because it lacks the definition part of the extension header. Extension headers are used to extend the fixed IPv6 header with additional network layer information. Also, there are more than 3 extension headers: Routing, Fragmentation, Authentication, Encapsulation, Hop-by-Hop Option, and Destination Options.	PARTIAL_CORRECT	0.75	en	IPv6 has 3 extension headers: Routing, Destination and Fragment Extensions are located in between Header and Payload Advantages: [1] They are optional [2] Helps to overcome size limitation and [3] Allow to append new options without changing the fixed header	Extension headers are used to extend the fixed IPv6 header with additional, optional network layer information. If present, they are located between the fixed header/main header and payload/upper-layer header/ transport-layer header.  Main advantage: One of the following advantages are considered fully correct: 1. It allows the appending of new options without changing the header. 2. IPv6 packets with optional headers are typically processed faster/simpler by intermediate devices as most of the options are ignored (except “Hop-by-Hop Extension”) while they are processed by all routers in IPv4 unless ordered otherwise.	What are extension headers in IPv6 and where are they located in a packet? What is the main advantage of extension headers compared to IPv4?
825	6	Korrekt!	CORRECT	1.0	de	Die Tageszeit spielt keine Rolle. Jedoch muss der Shop geöffnet sein	Es gibt für den Check keine zeitliche Einschränkung (0.5 P), zu welcher Uhrzeit oder an welchem Wochentag der Check durchgeführt werden kann. Die einzige Nebenbedingung ist, dass der Shop geöffnet sein muss (0.5 P), da die Bewertung der Warenpräsentation ein Teil des Jobs ist.	Frage 6: Zu welcher Tageszeit darf ich den Check durchführen?
616	7	Korrekt!	CORRECT	1.0	de	Tanken und beliebiger Einkauf in Shop, Zahlung durch mich, Kosten bis zu 16.50 werden erstattet	Es muss eine beliebige Menge Kraftstoff getankt (0.25 P) und ein beliebiger Artikel im Shop gekauft werden (0.25 P). Für beide Posten steht in Summe ein Budget von 16,50€ (0.25 P) zur Verfügung. Das Budget ist in der Belohnung inbegriffen. Es darf über dieses Budget hinaus eingekauft oder getankt werden, über das Budget hinausgehende Kosten muss der Jobber jedoch selbst tragen (0.25 P).	Frage 7: Welche Käufe muss ich tätigen, wer bezahlt diese Käufe?
114	8	Hier geht es darum wie es um das Innere des Shops bestellt ist. Achte auf Sauberkeit und Ordnung des Shops, auch darauf ob die Waren aufgefüllt und ordentlich ausgepreist sind. Ist ein Mitarbeiter anwesend um die Kunden zügig abzuwickeln?	INCORRECT	0.0	de	U.a auch darauf ob ich auf Feedback hingewiesen werde (Schilder z.B.). Kleidung/Namensschilder und Freundlichkeit der Mitarbeiter. Kundentoilette	Das Gesamterscheinungsbild besteht aus der Sauberkeit (0.5 P) des Shops und der Ausstattung mit Waren (0.5 P). Bei der Sauberkeit des Shops ist z.B. auf die Sauberkeit der Fußböden oder der Brötchenauslage zu achten. Der bautechnische Zustand des Shops soll hier nicht berücksichtigt werden! Bei der Ausstattung mit Waren soll darauf geachtet werden, ob die Regale vollständig mit Produkten bestückt sind und ob der Kunde eine Wertigkeit oder einen Nutzen in den Produkten sieht.	Frage 8: Worauf sollst du in Bezug auf das Gesamterscheinungsbild des Shops achten?
417	4	Korrekt!	CORRECT	1.0	de	Ich fertige Bilder der Toilettentür von außen an mit dem Vermerk, dass die Toilette gesperrt war.	Es muss ein Foto der Sanitäranlagen von außen (0.5 P) angefertigt werden. Daraus muss hervorgehen, ob an der Tür ein Hinweisschild auf die geschlossenen Toiletten hängt. In der Frage nach Begehbarkeit und Funktionsfähigkeit muss dieser Zustand beantwortet (0.5 P) werden.	Frage 4: Ich muss die Sanitäranlagen besuchen, jedoch sind die Toiletten gesperrt. Wie gehe ich vor?
1625	6.2_IPP	The response answers the description, location of extension headers, and advantage correctly.	CORRECT	1	en	Each IPv6 data packet consists of a header and the payload in which the user data is located. Compared to IPv4, the Internet Protocol v6 is characterized by a significantly simplified packet format. In order to facilitate the processing of IPv6 packets, a standard length of 40 bytes was specified for the header. Optional information that is only required for special cases is outsourced to so-called extension headers, which are embedded between the header data area and the payload. Therefore the main advantage is that options can be inserted without having to change the header. The IPv6 packet header now comprises only eight header fields with IPv4 thirteen fields were used.	Extension headers are used to extend the fixed IPv6 header with additional, optional network layer information. If present, they are located between the fixed header/main header and payload/upper-layer header/ transport-layer header.  Main advantage: One of the following advantages are considered fully correct: 1. It allows the appending of new options without changing the header. 2. IPv6 packets with optional headers are typically processed faster/simpler by intermediate devices as most of the options are ignored (except “Hop-by-Hop Extension”) while they are processed by all routers in IPv4 unless ordered otherwise.	What are extension headers in IPv6 and where are they located in a packet? What is the main advantage of extension headers compared to IPv4?
2948	12.2_PE	The obtained probability for less than 10 packets is incorrect, and so is the time. The idea behind the steps is correct, but the calculation is wrong.	INCORRECT	0	en	On average, there are 9 packets in the buffer per second. lambda = 9 T=1  P(less than 10 packets in the buffer) = P(0 packets) +...+ P(9 packets) = sum(k=0 to 9)[ 9^k * exp(-9) / k!] = 0,5874  0,5874 * 60s = 35s	Since we have a buffer size (N) of 10, we will always have less than 10 packets waiting in the queue unless there are exactly 10 packets in the queue. Therefore, we first calculate the probability of the system being full/having 10 packets in the queue. This is also called “blocking probability” or P_B. P_B = ((1 - utilization) * utilization^N) / 1 - utilization^(N+1) = ((1-0.9) * 0.9^10) / (1 - 0.9^11) = 0.0508 Alternatively to the blocking probability, it is also valid to directly calculate P(X less than 10) = (1 -P_B) by summing up the probabilities for 0, 1, …, 9 packets to be in the queue. To calculate the expected time where the system is not blocked in the 60-second observation time-frame, we simply multiply the time frame with P(X less than 10) or the complement of P_B (0.25p) = 60 * (1-P_B) = 56.9512 seconds	Consider a single server queueing system with a buffer of size 10. Let us assume that 9 packets arrive per second and 10 packets are served per second on an average. Assume you monitor the system for exactly one minute after the system reaches equilibrium. How many seconds would you expect the system to be in a state in which there are less than 10 packets waiting in the queue? You need to justify your answer by showing steps involved; calculations, however, need not be included. headers.
89	8	Korrekt!	CORRECT	1.0	de	Sauberkeit und Ordnung	Das Gesamterscheinungsbild besteht aus der Sauberkeit (0.5 P) des Shops und der Ausstattung mit Waren (0.5 P). Bei der Sauberkeit des Shops ist z.B. auf die Sauberkeit der Fußböden oder der Brötchenauslage zu achten. Der bautechnische Zustand des Shops soll hier nicht berücksichtigt werden! Bei der Ausstattung mit Waren soll darauf geachtet werden, ob die Regale vollständig mit Produkten bestückt sind und ob der Kunde eine Wertigkeit oder einen Nutzen in den Produkten sieht.	Frage 8: Worauf sollst du in Bezug auf das Gesamterscheinungsbild des Shops achten?
